,id,date,year_week,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,setmana,sales_units,inventory_units
242,202207-8883,2022-02-19,202207,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,7,16.0,201.0
243,202208-8883,2022-02-26,202208,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,8,30.0,156.0
244,202209-8883,2022-03-05,202209,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,9,4.0,63.0
245,202210-8883,2022-03-12,202210,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,10,0.0,197.0
246,202211-8883,2022-03-19,202211,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,11,132.0,113.0
247,202212-8883,2022-03-26,202212,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,12,1.0,107.0
248,202213-8883,2022-04-02,202213,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,13,40.0,52.0
249,202214-8883,2022-04-09,202214,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,14,18.0,24.0
250,202215-8883,2022-04-16,202215,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,15,2.0,145.0
251,202216-8883,2022-04-23,202216,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,16,30.0,12.0
252,202217-8883,2022-04-30,202217,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,17,34.0,92.0
253,202218-8883,2022-05-07,202218,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,18,38.0,9.0
254,202219-8883,2022-05-14,202219,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,19,29.0,48.0
255,202220-8883,2022-05-21,202220,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,20,26.0,13.0
256,202221-8883,2022-05-28,202221,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,21,10.0,33.0
257,202222-8883,2022-06-04,202222,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,22,0.0,27.0
258,202223-8883,2022-06-11,202223,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,23,4.0,39.0
259,202224-8883,2022-06-18,202224,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,24,0.0,60.0
260,202225-8883,2022-06-25,202225,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,25,0.0,70.0
261,202226-8883,2022-07-02,202226,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,26,21.0,58.0
262,202227-8883,2022-07-09,202227,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,27,0.0,118.0
263,202228-8883,2022-07-16,202228,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,28,39.0,91.0
264,202229-8883,2022-07-23,202229,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,29,33.0,84.0
265,202230-8883,2022-07-30,202230,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,30,4.0,179.0
266,202231-8883,2022-08-06,202231,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,31,2.0,100.0
267,202232-8883,2022-08-13,202232,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,32,21.0,223.0
268,202233-8883,2022-08-20,202233,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,33,0.0,217.5
269,202234-8883,2022-08-27,202234,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,34,7.0,212.0
270,202235-8883,2022-09-03,202235,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,35,39.0,50.0
271,202236-8883,2022-09-10,202236,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,36,66.0,205.0
272,202237-8883,2022-09-17,202237,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,37,29.0,24.0
273,202238-8883,2022-09-24,202238,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,38,55.0,122.0
274,202239-8883,2022-10-01,202239,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,39,7.0,13.0
275,202240-8883,2022-10-08,202240,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,40,121.0,12.0
276,202241-8883,2022-10-15,202241,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,41,11.0,206.0
277,202242-8883,2022-10-22,202242,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,42,0.0,27.0
278,202243-8883,2022-10-29,202243,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,43,98.0,120.0
279,202244-8883,2022-11-05,202244,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,44,9.0,58.0
280,202245-8883,2022-11-12,202245,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,45,36.0,107.0
281,202246-8883,2022-11-19,202246,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,46,0.0,67.0
282,202247-8883,2022-11-26,202247,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,47,31.0,113.0
283,202248-8883,2022-12-03,202248,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,48,19.0,188.0
284,202249-8883,2022-12-10,202249,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,49,0.0,117.0
285,202250-8883,2022-12-17,202250,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,50,32.0,142.0
286,202251-8883,2022-12-24,202251,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,51,20.0,145.0
287,202252-8883,2022-12-31,202252,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,52,50.0,181.0
288,202301-8883,2023-01-07,202301,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,1,1.0,178.0
289,202302-8883,2023-01-14,202302,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,2,23.0,159.0
290,202304-8883,2023-01-28,202304,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,4,19.0,152.0
291,202305-8883,2023-02-04,202305,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,5,83.0,84.0
292,202306-8883,2023-02-11,202306,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,6,61.0,85.0
293,202307-8883,2023-02-18,202307,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,7,39.0,60.0
294,202308-8883,2023-02-25,202308,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,8,12.0,67.0
295,202309-8883,2023-03-04,202309,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,9,32.0,74.0
296,202310-8883,2023-03-11,202310,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,10,0.0,90.0
297,202311-8883,2023-03-18,202311,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,11,55.0,59.0
298,202312-8883,2023-03-25,202312,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,12,32.0,42.0
299,202313-8883,2023-04-01,202313,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,13,32.0,80.0
300,202314-8883,2023-04-08,202314,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,14,32.0,21.0
301,202315-8883,2023-04-15,202315,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,15,32.0,120.0
302,202316-8883,2023-04-22,202316,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,16,5.0,13.0
303,202317-8883,2023-04-29,202317,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,17,151.0,76.0
304,202318-8883,2023-05-06,202318,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,18,9.0,15.0
305,202053-9870,2021-01-02,202053,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,53,81.0,79.0
306,202101-9870,2021-01-09,202101,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,1,8.0,27.0
307,202102-9870,2021-01-16,202102,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,2,60.0,118.0
308,202103-9870,2021-01-23,202103,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,3,3.0,55.0
309,202104-9870,2021-01-30,202104,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,4,53.0,118.0
310,202105-9870,2021-02-06,202105,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,5,9.0,57.0
311,202106-9870,2021-02-13,202106,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,6,88.0,115.0
312,202107-9870,2021-02-20,202107,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,7,7.0,94.0
313,202108-9870,2021-02-27,202108,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,8,17.0,181.0
314,202109-9870,2021-03-06,202109,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,9,27.0,56.0
315,202110-9870,2021-03-13,202110,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,10,41.0,54.0
316,202111-9870,2021-03-20,202111,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,11,6.0,52.0
317,202112-9870,2021-03-27,202112,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,12,15.0,96.0
318,202113-9870,2021-04-03,202113,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,13,19.0,30.0
319,202114-9870,2021-04-10,202114,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,14,10.0,94.0
320,202115-9870,2021-04-17,202115,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,15,2.0,27.0
321,202116-9870,2021-04-24,202116,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,16,72.0,74.0
322,202117-9870,2021-05-01,202117,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,17,0.0,42.0
323,202118-9870,2021-05-08,202118,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,18,0.0,99.0
324,202119-9870,2021-05-15,202119,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,19,10.0,83.0
325,202120-9870,2021-05-22,202120,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,20,20.0,79.5
326,202121-9870,2021-05-29,202121,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,21,4.0,76.0
327,202122-9870,2021-06-05,202122,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,22,14.0,98.0
328,202123-9870,2021-06-12,202123,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,23,20.0,62.0
329,202124-9870,2021-06-19,202124,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,24,33.0,54.0
330,202125-9870,2021-06-26,202125,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,25,1.0,60.0
331,202126-9870,2021-07-03,202126,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,26,7.0,52.5
332,202127-9870,2021-07-10,202127,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,27,15.0,45.0
333,202128-9870,2021-07-17,202128,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,28,5.0,59.0
334,202129-9870,2021-07-24,202129,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,29,6.0,35.0
335,202130-9870,2021-07-31,202130,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,30,5.0,58.0
336,202131-9870,2021-08-07,202131,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,31,7.0,48.0
337,202132-9870,2021-08-14,202132,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,32,0.0,58.0
338,202133-9870,2021-08-21,202133,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,33,0.0,90.0
339,202134-9870,2021-08-28,202134,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,34,20.0,36.0
340,202135-9870,2021-09-04,202135,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,35,40.0,42.0
341,202137-9870,2021-09-18,202137,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,37,13.0,18.0
342,202138-9870,2021-09-25,202138,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,38,15.0,19.0
343,202139-9870,2021-10-02,202139,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,39,3.0,13.0
344,202140-9870,2021-10-09,202140,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,40,6.0,10.0
345,202141-9870,2021-10-16,202141,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,41,1.0,18.0
346,202142-9870,2021-10-23,202142,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,42,1.0,8.0
347,202205-9870,2022-02-05,202205,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,5,3.0,34.0
348,202206-9870,2022-02-12,202206,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,6,0.0,14.0
349,202207-9870,2022-02-19,202207,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,7,11.0,53.0
350,202208-9870,2022-02-26,202208,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,8,1.0,30.0
351,202209-9870,2022-03-05,202209,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,9,4.0,104.0
352,202210-9870,2022-03-12,202210,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,10,4.0,65.0
353,202211-9870,2022-03-19,202211,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,11,9.0,123.0
354,202212-9870,2022-03-26,202212,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,12,1.0,128.0
355,202213-9870,2022-04-02,202213,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,13,9.0,197.0
356,202214-9870,2022-04-09,202214,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,14,28.0,154.0
357,202215-9870,2022-04-16,202215,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,15,0.0,175.0
358,202216-9870,2022-04-23,202216,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,16,8.0,160.0
359,202217-9870,2022-04-30,202217,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,17,0.0,227.0
360,202218-9870,2022-05-07,202218,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,18,37.0,171.0
361,202219-9870,2022-05-14,202219,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,19,11.0,152.0
362,202220-9870,2022-05-21,202220,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,20,2.0,167.0
363,202221-9870,2022-05-28,202221,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,21,26.0,132.0
364,202222-9870,2022-06-04,202222,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,22,0.0,167.0
365,202223-9870,2022-06-11,202223,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,23,26.0,105.0
366,202224-9870,2022-06-18,202224,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,24,3.0,190.0
367,202225-9870,2022-06-25,202225,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,25,35.5,90.0
368,202226-9870,2022-07-02,202226,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,26,68.0,98.0
369,202227-9870,2022-07-09,202227,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,27,21.0,58.0
370,202228-9870,2022-07-16,202228,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,28,0.0,62.0
371,202229-9870,2022-07-23,202229,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,29,23.0,65.0
372,202230-9870,2022-07-30,202230,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,30,5.0,103.0
373,202231-9870,2022-08-06,202231,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,31,0.0,71.0
374,202232-9870,2022-08-13,202232,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,32,0.0,143.0
375,202233-9870,2022-08-20,202233,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,33,0.0,121.0
376,202234-9870,2022-08-27,202234,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,34,32.0,99.0
377,202235-9870,2022-09-03,202235,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,35,5.0,115.0
378,202236-9870,2022-09-10,202236,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,36,1.0,157.0
379,202237-9870,2022-09-17,202237,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,37,2.0,111.0
380,202238-9870,2022-09-24,202238,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,38,48.0,84.0
381,202239-9870,2022-10-01,202239,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,39,36.0,66.0
382,202240-9870,2022-10-08,202240,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,40,33.0,61.0
383,202241-9870,2022-10-15,202241,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,41,3.0,68.5
384,202242-9870,2022-10-22,202242,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,42,8.0,76.0
385,202243-9870,2022-10-29,202243,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,43,11.0,53.0
386,202244-9870,2022-11-05,202244,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,44,7.0,56.0
387,202245-9870,2022-11-12,202245,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,45,20.0,26.0
388,202246-9870,2022-11-19,202246,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,46,14.0,13.0
389,202247-9870,2022-11-26,202247,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,47,2.0,10.0
390,202248-9870,2022-12-03,202248,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,48,18.0,48.0
391,202249-9870,2022-12-10,202249,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,49,0.0,13.0
392,202250-9870,2022-12-17,202250,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,50,0.0,51.0
393,202251-9870,2022-12-24,202251,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,51,0.0,27.0
394,202252-9870,2022-12-31,202252,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,52,2.0,43.0
395,202301-9870,2023-01-07,202301,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,1,4.0,20.0
396,202302-9870,2023-01-14,202302,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,2,8.0,62.0
397,202303-9870,2023-01-21,202303,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,3,0.0,25.0
398,202304-9870,2023-01-28,202304,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,4,11.0,118.0
399,202305-9870,2023-02-04,202305,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,5,9.0,21.0
400,202306-9870,2023-02-11,202306,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,6,38.0,60.0
401,202307-9870,2023-02-18,202307,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,7,9.0,30.0
402,202308-9870,2023-02-25,202308,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,8,16.0,44.5
403,202309-9870,2023-03-04,202309,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,9,0.0,59.0
404,202310-9870,2023-03-11,202310,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,10,4.0,41.0
405,202311-9870,2023-03-18,202311,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,11,0.0,96.0
406,202312-9870,2023-03-25,202312,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,12,2.0,62.0
407,202313-9870,2023-04-01,202313,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,13,0.0,129.0
408,202314-9870,2023-04-08,202314,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,14,0.0,120.0
409,202315-9870,2023-04-15,202315,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,15,44.0,70.0
410,202316-9870,2023-04-22,202316,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,16,12.0,52.0
411,202317-9870,2023-04-29,202317,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,17,39.0,63.0
412,202318-9870,2023-05-06,202318,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,18,0.0,67.0
413,202104-10857,2021-01-30,202104,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,4,22.0,30.0
414,202105-10857,2021-02-06,202105,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,5,6.0,92.0
415,202106-10857,2021-02-13,202106,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,6,9.0,132.0
416,202107-10857,2021-02-20,202107,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,7,1.0,172.0
417,202108-10857,2021-02-27,202108,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,8,2.0,12.0
418,202109-10857,2021-03-06,202109,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,9,4.0,174.0
419,202110-10857,2021-03-13,202110,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,10,27.0,133.0
420,202111-10857,2021-03-20,202111,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,11,35.5,16.0
421,202112-10857,2021-03-27,202112,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,12,44.0,73.0
422,202113-10857,2021-04-03,202113,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,13,10.0,57.0
423,202114-10857,2021-04-10,202114,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,14,3.0,12.0
424,202115-10857,2021-04-17,202115,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,15,11.0,75.0
425,202116-10857,2021-04-24,202116,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,16,13.0,5.0
426,202117-10857,2021-05-01,202117,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,17,15.0,52.0
427,202118-10857,2021-05-08,202118,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,18,0.0,61.0
428,202119-10857,2021-05-15,202119,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,19,4.0,3.0
429,202120-10857,2021-05-22,202120,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,20,6.0,57.0
430,202121-10857,2021-05-29,202121,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,21,20.0,33.0
431,202122-10857,2021-06-05,202122,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,22,0.0,3.0
432,202123-10857,2021-06-12,202123,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,23,2.0,29.0
433,202124-10857,2021-06-19,202124,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,24,0.0,6.0
434,202125-10857,2021-06-26,202125,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,25,14.0,44.0
435,202126-10857,2021-07-03,202126,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,26,6.0,14.0
436,202127-10857,2021-07-10,202127,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,27,6.0,62.0
437,202128-10857,2021-07-17,202128,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,28,0.0,32.0
438,202129-10857,2021-07-24,202129,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,29,18.0,48.0
439,202130-10857,2021-07-31,202130,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,30,0.0,70.0
440,202131-10857,2021-08-07,202131,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,31,10.0,53.0
441,202132-10857,2021-08-14,202132,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,32,22.0,36.0
442,202133-10857,2021-08-21,202133,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,33,7.0,35.0
443,202134-10857,2021-08-28,202134,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,34,11.0,24.0
444,202135-10857,2021-09-04,202135,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,35,1.0,38.0
445,202136-10857,2021-09-11,202136,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,36,0.0,26.0
446,202137-10857,2021-09-18,202137,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,37,14.0,21.0
447,202138-10857,2021-09-25,202138,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,38,0.0,46.0
448,202139-10857,2021-10-02,202139,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,39,8.0,17.0
449,202140-10857,2021-10-09,202140,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,40,0.0,92.0
450,202141-10857,2021-10-16,202141,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,41,11.0,24.0
451,202142-10857,2021-10-23,202142,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,42,0.0,138.0
452,202143-10857,2021-10-30,202143,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,43,0.0,46.0
453,202144-10857,2021-11-06,202144,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,44,51.0,111.0
454,202145-10857,2021-11-13,202145,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,45,0.0,67.0
455,202146-10857,2021-11-20,202146,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,46,0.0,112.0
456,202147-10857,2021-11-27,202147,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,47,0.0,82.0
457,202148-10857,2021-12-04,202148,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,48,4.0,106.0
458,202149-10857,2021-12-11,202149,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,49,0.0,102.0
459,202150-10857,2021-12-18,202150,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,50,19.0,77.0
460,202151-10857,2021-12-25,202151,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,51,8.0,129.0
461,202152-10857,2022-01-01,202152,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,52,70.0,78.0
462,202201-10857,2022-01-08,202201,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,1,2.0,74.0
463,202202-10857,2022-01-15,202202,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,2,43.0,61.0
464,202203-10857,2022-01-22,202203,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,3,36.0,76.0
465,202204-10857,2022-01-29,202204,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,4,0.0,138.0
466,202205-10857,2022-02-05,202205,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,5,56.0,82.0
467,202206-10857,2022-02-12,202206,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,6,47.0,75.0
468,202207-10857,2022-02-19,202207,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,7,21.0,112.0
469,202208-10857,2022-02-26,202208,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,8,36.0,149.0
470,202209-10857,2022-03-05,202209,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,9,51.0,124.0
471,202210-10857,2022-03-12,202210,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,10,0.0,171.0
472,202211-10857,2022-03-19,202211,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,11,81.0,80.0
473,202212-10857,2022-03-26,202212,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,12,121.0,37.0
474,202213-10857,2022-04-02,202213,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,13,88.0,16.0
475,202214-10857,2022-04-09,202214,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,14,43.0,6.0
476,202215-10857,2022-04-16,202215,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,15,14.0,2.0
477,202216-10857,2022-04-23,202216,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,16,18.0,0.0
478,202217-10857,2022-04-30,202217,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,17,0.0,0.0
479,202218-10857,2022-05-07,202218,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,18,0.0,2.0
480,202219-10857,2022-05-14,202219,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,19,25.0,4.0
481,202220-10857,2022-05-21,202220,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,20,38.0,9.0
482,202221-10857,2022-05-28,202221,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,21,60.0,20.0
483,202222-10857,2022-06-04,202222,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,22,16.0,44.0
484,202223-10857,2022-06-11,202223,10857,0,0,1,0,0,0,0,5,15.6,0,0,1,23,56.0,95.0
